title,publishTime,category,intro,maxFreeChapter,newRating,free,price,cover
计算机是怎样跑起来的,2015-05-01 00:00:00,计算机-理论知识,本书倡导在计算机迅速发展、技术不断革新的今天，回归到计算机的基础知识上。通过探究计算机的本质，提升工程师对计算机的兴趣，在面对复杂的最新技术时，能够迅速掌握其要点并灵活运用。本书以图配文，以计算机的三大原则为开端、相继介绍了计算机的结构、手工汇编、程序流程、算法、数据结构、面向对象编程、数据库、TCP/IP 网络、数据加密、XML、计算机系统开发以及SE 的相关知识。图文并茂，通俗易懂，非常适合计算机爱好者和相关从业人员阅读。,17,725,0,29.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/760/907760/s_907760.jpg
Kubernetes权威指南：从Docker到Kubernetes实践全接触（第4版）,2019-05-01 00:00:00,计算机-理论知识,Kubernetes是由谷歌开源的Docker容器集群管理系统，为容器化的应用提供了资源调度、部署运行、服务发现、扩容及缩容等一整套功能。本书从架构师、开发人员和运维人员的角度，阐述了Kubernetes的基本概念、实践指南、核心原理、开发指导、运维指南、新特性演进等内容，图文并茂、内容丰富、由浅入深、讲解全面；并围绕在生产环境中可能出现的问题，给出了大量的典型案例，比如安全配置方案、网络方案、共享存储方案、高可用方案及TroubleShooting技巧等，有很强的实战指导意义。本书内容随着Kubernetes的版本更新不断完善，目前涵盖了Kubernetes从1.0到1.14版本的主要特性，努力为Kubernetes用户提供全方位的Kubernetes技术指南。本书源码已上传至GitHub的kubeguide/K8sDefinitiveGuide-V4-Sourcecode目录，可自行下载本书源码进行练习。无论是对于软件工程师、测试工程师、运维工程师、软件架构师、技术经理，还是对于资深IT人士，本书都极具参考价值。,29,821,0,117.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/916/26297916/s_26297916.jpg
嵌入式C语言自我修养：从芯片、编译器到操作系统,2021-04-01 00:00:00,计算机-理论知识,这是一本专门为嵌入式读者打造的C语言进阶学习图书。本书的学习重点不再是C语言的基本语法，而是和嵌入式、C语言相关的一系列知识。作者以C语言为切入点，分别探讨了嵌入式开发所需要的诸多核心理论和技能，力图帮助读者从零搭建嵌入式开发所需要的完整知识体系和技能树。本书从底层CPU的制造流程和工作原理开始讲起，到计算机体系结构，C程序的反汇编分析，程序的编译、运行和重定位，程序运行时的堆栈内存动态变化，GNU C编译器的扩展语法，指针的灵活使用，C语言的面向对象编程思想，C语言的模块化编程思想，C语言的多任务编程思想，进程、线程和协程的概念，从底层到上层，从芯片、硬件到软件、框架，几乎涵盖了嵌入式开发的所有知识点。,31,914,0,82.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/248/37669248/s_37669248.jpg
CPU通识课,2022-01-01 00:00:00,计算机-理论知识,中央处理器（CPU）是计算机中最重要的芯片。CPU的设计和制造水平是一个国家信息技术实力的象征，产业生态的构建需要培养更多掌握CPU技术原理的高端人才。本书基于龙芯CPU团队在20年间积累的技术和经验，从CPU概览篇、CPU术语篇、CPU原理篇、CPU生产制造篇、CPU生态篇、CPU家族篇、中国CPU篇等七大板块剖析CPU，生动有趣地讲解CPU的基础概念、核心原理、生产制造及产业生态，更解读了龙芯CPU的研发历史、核心特色和生态建设经验，让读者循序渐进地进入CPU的殿堂。,12,926,0,51.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/597/43134597/s_43134597.jpg
Linux系统命令及Shell脚本实践指南,2015-01-01 00:00:00,计算机-理论知识,《Linux系统命令及Shell脚本实践指南》由浅入深、全面、系统地介绍了Linux系统的基础命令和Shell脚本的开发。作为一本面向Linux入门用户的书籍，本书力求语言通俗易懂，用例简单明了，便于读者阅读领会。同时，全书穿插了不少要求读者动手实践的内容，不但可加深读者对内容的理解和消化，同时也可通过动手实践激发读者对Linux系统和Shell编程的兴趣，从而更好地驱动读者学习。共计18章，从知识结构上分为三部分。第一部分为前8章，全面介绍了Linux的基础知识和常用命令；第二部分为第9章和第10章，主要是Linux下交互和非交互编辑器的使用；第三部分为第11～18章，主要是Shell脚本开发。这三部分内容各有偏重，读者可以根据实际需要选择阅读。,38,718,0,25,https://wfqqreader-1252317822.image.myqcloud.com/cover/934/621934/s_621934.jpg
普林斯顿计算机公开课,2018-03-01 00:00:00,计算机-理论知识,从1999年开始，作者在普林斯顿大学开设了一门名叫“我们世界中的计算机”的课程（COS 109：Computers in Our World），这门课是向非计算机专业的学生介绍计算机基本常识的，多年来大受学生追捧。除了向学生讲解计算机理论知识，这门课还有相应的实验课——学生可以试着用流行的编程语言写几行代码，大家一起讨论苹果、谷歌和微软的技术如何渗入日常生活的每个角落。本书就是以这门课程的讲义为主要内容重新编写而成，它解释了计算机和通信系统的工作原理，并讨论了新技术带来的社会、政治和法律问题。,30,855,0,30,https://wfqqreader-1252317822.image.myqcloud.com/cover/474/26677474/s_26677474.jpg
深入浅出Vue.js,2019-03-01 00:00:00,计算机-理论知识,本书从源码层面分析了Vue.js。首先，简要介绍了Vue.js；然后详细讲解了其内部核心技术“变化侦测”，这里带领大家从0到1实现一个简单的“变化侦测”系统；接着详细介绍了虚拟DOM技术，其中包括虚拟DOM的原理及其patching算法；紧接着详细讨论了模板编译技术，其中包括模板解析器的实现原理、优化器的原理以及代码生成器的原理；最后详细介绍了其整体架构以及提供给我们使用的各种API的内部原理，同时还介绍了生命周期、错误处理、指令系统与模板过滤器等功能的原理。 本书适合前端开发人员阅读。,9,833,0,39.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/761/37683761/s_37683761.jpg
性能之巅：洞悉系统、企业与云计算,2015-08-01 00:00:00,计算机-理论知识,大型网络、云计算、大数据和虚拟计算机系统的快速部署已经为性能优化带来了新的挑战。本书为此提供了解决方案。国际知名的性能优化专家Brendan Gregg汇集了最先进的技术和工具来分析调优大型网络或云计算的环境。本书的内容包括现代化的性能分析和容量规划；与云计算相关的新性能和可靠性挑战；方法、概念、术语、工具和指标；负载与结构问题的权衡；调整操作系统、CPU、内存、文件系统、磁盘、网络和总线；调整虚拟系统；性能相关的编程语言问题，对C、 C++、 Java和node.js编写的应用程序分析。,41,851,0,25.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/25/33381025/s_33381025.jpg
简约至上：交互式设计四策略,2011-01-01 00:00:00,计算机-理论知识,国际知名交互式设计专家力作，UI设计经典教程，从策略看设计心理学，经典的产品经理沉思录！本书介绍交互式设计的技术与技巧，讲述如何从目标用户的需求和期望出发，结合人类本身的心理特征和行为特点，用最简单的方法创建易用、有效而且让用户愉悦的设计。书中阐释了合理删除、分层组织、适时隐藏和巧妙转移这四个令交互式设计成果最大程度简单易用的策略。本书适合Web应用、互联网产品、移动应用及其他交互设计人员阅读。,12,760,0,12,https://wfqqreader-1252317822.image.myqcloud.com/cover/772/907772/s_907772.jpg
白帽子讲Web安全（纪念版）,2014-06-01 00:00:00,计算机-理论知识,本书根据安全宝副总裁吴翰清之前在互联网公司若干年的实际工作经验而写成，在解决方案上具有极强的可操作性；深入分析诸多错误的方法及误区，对安全工作者有很好的参考价值；对安全开发流程与运营的介绍，同样具有深刻的行业指导意义。《纪念版》与前版内容相同，仅为纪念原作以多种语言在全球发行的特殊版本，请读者按需选用。,7,835,0,27.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/273/851273/s_851273.jpg
爱上单片机（第4版）,2018-08-01 00:00:00,计算机-理论知识,本书是一本生动、有趣的单片机入门书籍。全书摆脱教科书式的刻板模式和枯燥叙述方式，用诙谐的语言、生动的故事、直观的实物照片和详尽的制作项目，让读者在轻松、愉快的氛围中学习单片机知识。书中的内容从单片机的创新制作实例开始，为读者提供了单片机硬件设计、软件编程和行业发展等方面的实用入门信息，并以亲切的问答形式为读者深入学习单片机提供了有益的建议。本书适合刚刚接触单片机的初学者自学阅读，又可作为各类院校电子技术相关专业师生的教学辅导手册，同时对电子行业的从业技术人员也有一定的参考价值。,13,895,0,83.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/927/24981927/s_24981927.jpg
从0到1：CTFer成长之路,2020-09-01 00:00:00,计算机-理论知识,本书主要面向CTF入门者，融入了CTF比赛的方方面面，让读者可以进行系统性的学习。本书包括13章的内容，技术介绍分为线上赛和线下赛两部分。线上赛包括10章，涵盖Web、PWN、Reverse、APK、Misc、Crypto、区块链、代码审计。线下赛包括2章，分别为AWD和靶场渗透。第13章通过Nu1L战队成员的故事和联合战队管理等内容来分享CTF战队组建和管理、运营的经验。,28,970,0,110.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/885/35276885/s_35276885.jpg
计算机：一部历史,2015-03-01 00:00:00,计算机-理论知识,"    《计算机：一部历史》，给大众读者写的计算机科普读物，零门槛入门计算机科学。讲述计算机背后鲜为人知的故事，普及关于计算机和互联网，你不得不了解的知识。在过去数十年里，除非你一直与世隔绝，否则就不可能不受到信息革命的影响。我们身处技术演进史上的计算机时代，无论你是计算机和互联网的拥护者、反对者还是旁观者，无论你是否具备计算机专业背景，只要你使用计算机，这本书就是你的案头必备。
",3,733,0,18,https://wfqqreader-1252317822.image.myqcloud.com/cover/751/717751/s_717751.jpg
程序员的自我修养,2017-05-01 00:00:00,计算机-理论知识,程序员作为一个职业、也作为一个群体，正逐渐从幕后走向前台，并以他们自己的能力加速改变着世界，也改变着人们生活的方方面面。然而，对于程序员，特别是年轻程序员们来说，如何理解自己的职业与发展，如何看待自己的工作与生活，这些问题往往比那些摆在面前的技术难题更让他们难以解答。这本书从一个成熟程序员、一名IT管理者的角度，以杂记的形式为大家分享关于国内程序员职业生涯、个人发展、编程中的实践与认知乃至自学设计等方面的经验方法与思考感悟。其中每一篇文章都涉及一个与程序员息息相关的话题，无论你是即将走上程序员岗位的在校大学生，是刚刚成为程序员的职场新人，还是有一定经验的程序员，这本书都会给你带来启发。,12,580,0,31.85,https://wfqqreader-1252317822.image.myqcloud.com/cover/691/920691/s_920691.jpg
社会工程：安全体系中的人性漏洞,2013-11-01 00:00:00,计算机-理论知识,本书首次从技术层面剖析和解密社会工程手法，从攻击者的视角详细介绍了社会工程的所有方面，包括诱导、伪装、心理影响和人际操纵等，并通过凯文·米特尼克等社会工程大师的真实故事和案例加以阐释，探讨了社会工程的奥秘。主要内容包括黑客、间谍和骗子所使用的欺骗手法，以及防止社会工程威胁的关键步骤。本书适用于社会工程师、对社会工程及信息安全感兴趣的人。,12,761,0,29.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/957/22806957/s_22806957.jpg
红蓝攻防：构建实战化网络安全防御体系,2022-06-01 00:00:00,计算机-理论知识,这是一部从红队、蓝队、紫队视角全面讲解如何进行红蓝攻防实战演练的著作，是奇安信安服团队多年服务各类大型政企机构的经验总结。本书全面讲解了蓝队视角的防御体系突破、红队视角的防御体系构建、紫队视角的实战攻防演练组织，系统介绍了红蓝攻防实战演练各方应掌握的流程、方法、手段、能力、策略，包含全面的技术细节和大量攻防实践案例。,15,0,0,59.4,https://weread-1258476243.file.myqcloud.com/weread/cover/78/3300018578/s_3300018578.jpg
数据安全架构设计与实战,2019-09-01 00:00:00,计算机-理论知识,在互联网和新兴技术高速发展的今天，数据信息充斥在各行各业中，并发挥着重要的作用。然而，在享受信息化时代带来便利的同时，数据安全问题也成为大家关注的焦点。无论是从toG、toB、toC的各业务场景来看，还是从网络安全（CyberSecurity）的架构来看，数据安全（DataSecurity）都是一个主要的组成部分，而且在新兴技术日新月异的数据时代变得越来越重要，范围也越来越大。,10,807,0,60,https://wfqqreader-1252317822.image.myqcloud.com/cover/676/26785676/s_26785676.jpg
